date,product_type_l,production_units,liters_produced,production_start_time,production_end_time,efficiency,gallons_per_hour,monitored_time_dec,operation_time_dec,pause_time_dec,start_clock,end_clock,production_start_ts,production_end_ts,pause_ratio,operation_pause_balance,efficiency_rolling_std
2022-10-10,5,289,1445,15:57:27.372000,16:39:57.478000,0.3529382700170015,1155.961467951101,0.7083627777777769,0.2500083333333263,0.4583544444444506,15:57:27.372000,16:39:57.478000,2022-10-10 15:57:27,2022-10-10 16:39:57,0.6470617299829985,-0.20834611111112433,0.13913046752706565
2022-10-10,3,383,1149,13:46:57.019000,14:55:57.200000,0.4534057810515965,734.5052317782807,1.150050277777776,0.5214394444444381,0.628610833333338,13:46:57.019000,14:55:57.200000,2022-10-10 13:46:57,2022-10-10 14:55:57,0.5465942189484035,-0.10717138888889988,0.13904567366078524
2022-10-11,5,348,1740,11:05:47.231000,12:30:32.432000,0.4605810075157355,534.8938388581015,1.412555833333334,0.6505963888888963,0.7619594444444376,11:05:47.231000,12:30:32.432000,2022-10-11 11:05:47,2022-10-11 12:30:32,0.5394189924842645,-0.11136305555554138,0.05095928829510904
2022-10-13,3,1007,3021,10:37:10.474000,16:32:04.271000,0.3176926595101849,535.8850995649154,5.914943611111107,1.8791341666666648,4.035809444444442,10:37:10.474000,16:32:04.271000,2022-10-13 10:37:10,2022-10-13 16:32:04,0.682307340489815,-2.1566752777777767,0.06476448915978437
2022-10-20,3,301,903,15:03:10.518000,15:51:40.623000,0.9484073598718956,301.0,0.8083624999999997,0.7666569444444449,0.2333430555555542,15:03:10.518000,15:51:40.623000,2022-10-20 15:03:10,2022-10-20 15:51:40,0.2886614056881094,0.5333138888888906,0.25467578716001543
2022-10-24,3,1174,3522,13:53:29.216000,18:20:29.992000,0.3473289933021963,263.8074460313286,4.450215555555551,1.545688888888884,2.454311111111113,13:53:29.216000,18:20:29.992000,2022-10-24 13:53:29,2022-10-24 18:20:29,0.5515038722219208,-0.9086222222222289,0.2555328335293267
2022-10-24,5,76,380,18:20:44.970000,18:33:00.024000,0.3879987048570385,372.2175513635699,0.2041816666666685,0.0792222222222189,0.1249444444444475,18:20:44.970000,18:33:00.024000,2022-10-24 18:20:44,2022-10-24 18:33:00,0.6119278311525506,-0.04572222222222859,0.2604913831385267
2022-10-25,3,1973,5919,11:36:58.396000,17:19:23.272000,0.5688031896615007,345.72123969013035,5.706909999999995,3.246108611111112,2.460801388888884,11:36:58.396000,17:19:23.272000,2022-10-25 11:36:58,2022-10-25 17:19:23,0.43119681033849944,0.7853072222222282,0.2616797928890693
2022-10-26,3,428,1284,16:42:01.058000,17:58:01.263000,0.5560701766696908,337.8795470817648,1.2667236111111118,0.7043872222222246,0.562336388888887,16:42:01.058000,17:58:01.263000,2022-10-26 16:42:01,2022-10-26 17:58:01,0.4439298233303091,0.14205083333333757,0.23756672667326162
2022-10-28,3,458,1374,16:00:47.534000,17:51:17.840000,0.3892681574575878,248.6763054374866,1.841751666666667,0.7169352777777748,1.1248163888888918,16:00:47.534000,17:51:17.840000,2022-10-28 16:00:47,2022-10-28 17:51:17,0.6107318425424121,-0.407881111111117,0.1042099765158777
2022-10-31,3,1739,5217,11:09:08.067000,18:20:39.125000,0.4728109604481979,241.79776662660925,7.191960555555551,3.4004377777777752,3.791522777777776,11:09:08.067000,18:20:39.125000,2022-10-31 11:09:08,2022-10-31 18:20:39,0.5271890395518021,-0.3910850000000008,0.08702783683376009
2022-11-03,3,998,2994,11:17:25.503000,16:55:03.094000,0.2907534760673178,177.35573790585477,5.627108611111107,1.636101388888891,3.991007222222216,11:17:25.503000,16:55:03.094000,2022-11-03 11:17:25,2022-11-03 16:55:03,0.7092465239326822,-2.354905833333325,0.11702532653769555
2022-11-08,3,1388,4164,12:35:08.564000,18:44:39.546000,0.528521650506956,225.37567348167087,6.158606111111109,3.2549566666666685,2.90364944444444,12:35:08.564000,18:44:39.546000,2022-11-08 12:35:08,2022-11-08 18:44:39,0.47147834949304407,0.35130722222222843,0.10834326806521023
2022-11-11,5,574,2870,14:45:16.046000,17:40:06.437000,0.4274377380213946,196.9802650825886,2.9139974999999976,1.2455524999999978,1.6684449999999995,14:45:16.046000,17:40:06.437000,2022-11-11 14:45:16,2022-11-11 17:40:06,0.5725622619786053,-0.42289250000000167,0.08979826894567859
2022-11-14,3,330,990,15:31:38.580000,16:29:38.735000,0.5732687193530166,341.36410590907644,0.9667097222222206,0.5541844444444428,0.4125252777777778,15:31:38.580000,16:29:38.735000,2022-11-14 15:31:38,2022-11-14 16:29:38,0.4267312806469834,0.141659166666665,0.10883868494804609
2022-11-15,3,1322,3966,10:53:50.589000,15:33:51.378000,0.4642963494154948,283.2724105992882,4.666885833333328,2.1668180555555536,2.5000677777777742,10:53:50.589000,15:33:51.378000,2022-11-15 10:53:50,2022-11-15 15:33:51,0.5357036505845051,-0.3332497222222206,0.10862634128397312
2022-11-21,5,606,3030,13:26:21.203000,17:51:21.928000,0.2896277371000365,137.20129113609613,4.416868055555551,1.2792474999999928,3.137620555555559,13:26:21.203000,17:51:21.928000,2022-11-21 13:26:21,2022-11-21 17:51:21,0.7103722628999636,-1.8583730555555662,0.10905700017703975
2022-11-23,3,944,2832,15:08:43.501000,17:26:43.890000,0.7554043656644657,410.4155010108826,2.300108055555554,1.7375116666666712,0.5625963888888834,15:08:43.501000,17:26:43.890000,2022-11-23 15:08:43,2022-11-23 17:26:43,0.2445956343355344,1.1749152777777878,0.17419534787151286
2022-11-28,3,1596,4788,12:03:25.944000,18:45:20.591000,0.3219730730456053,238.261833150616,6.698513055555552,2.1567408333333287,4.541885833333332,12:03:25.944000,18:45:20.591000,2022-11-28 12:03:25,2022-11-28 18:45:20,0.67804388760076,-2.385145000000003,0.19105179531718572
2022-12-02,5,509,2545,12:09:06.330000,15:12:51.841000,0.3864415898727917,166.1963785624088,3.0626419444444406,1.1835322222222078,1.8792455555555672,12:09:06.330000,15:12:51.841000,2022-12-02 12:09:06,2022-12-02 15:12:51,0.6136027618130399,-0.6957133333333594,0.18669355845860933
2022-12-05,5,558,2790,11:53:19.953000,15:16:35.534000,0.5300976640637284,164.71539978292154,3.3876613888888856,1.795791388888884,2.2042086111111128,11:53:19.953000,15:16:35.534000,2022-12-05 11:53:19,2022-12-05 15:16:35,0.6506578899357082,-0.40841722222222887,0.19079586266014423
2022-12-06,3,1050,3150,07:47:25.428000,16:08:46.108000,0.1735314494220207,125.66205285252866,8.35574444444444,1.4499844444444407,6.859957499999999,07:47:25.428000,16:08:46.108000,2022-12-06 07:47:25,2022-12-06 16:08:46,0.8209869923153337,-5.409973055555558,0.22090151962343346
2022-12-08,3,1856,5568,10:52:48.765000,17:50:49.955000,0.4551532841942509,266.3988431170931,6.966997222222218,3.1710516666666657,3.828948333333328,10:52:48.765000,17:50:49.955000,2022-12-08 10:52:48,2022-12-08 17:50:49,0.5495837318723709,-0.6578966666666624,0.13601470419179332
2022-12-13,5,1394,6970,07:05:42.902000,16:58:25.510000,0.2930143930951305,141.11450993695414,9.878502222222211,2.89454333333334,6.999067777777764,07:05:42.902000,16:58:25.510000,2022-12-13 07:05:42,2022-12-13 16:58:25,0.7085150785341722,-4.104524444444424,0.13933025301782168
2022-12-16,3,225,675,16:32:17.085000,17:31:47.230000,0.4117580658488589,226.88154122591683,0.9917069444444434,0.4083433333333258,0.5833233333333401,16:32:17.085000,17:31:47.230000,2022-12-16 16:32:17,2022-12-16 17:31:47,0.5882013195542553,-0.1749800000000143,0.14063783996516604
2022-12-19,5,543,2715,11:02:06.014000,16:46:36.985000,0.1538450709451443,94.56740082505084,5.741936388888883,0.8833686111111159,4.858575833333323,11:02:06.014000,16:46:36.985000,2022-12-19 11:02:06,2022-12-19 16:46:36,0.8461563319884674,-3.9752072222222075,0.13595451137446388
2022-12-20,3,1941,5823,11:38:31.928000,17:40:53.656000,0.5186774482690634,321.39119760858034,6.039368888888885,3.1324844444444557,2.906959999999984,11:38:31.928000,17:40:53.656000,2022-12-20 11:38:31,2022-12-20 17:40:53,0.4813350622360812,0.22552444444447195,0.14464432742302377
2022-12-21,5,2148,10740,09:55:12.024000,18:06:38.591000,0.4444081944161216,262.2482298464927,8.190713055555548,3.640019999999996,4.3599799999999975,09:55:12.024000,18:06:38.591000,2022-12-21 09:55:12,2022-12-21 18:06:38,0.5323077454218392,-0.7199600000000017,0.14306894668328105
2022-12-22,3,1337,4011,10:56:45.276000,17:05:31.335000,0.4162260436890271,217.53535051135876,6.146127499999996,2.558178333333329,3.441821666666665,10:56:45.276000,17:05:31.335000,2022-12-22 10:56:45,2022-12-22 17:05:31,0.5599984163469871,-0.8836433333333362,0.1382419390253405
2022-12-23,5,1058,5290,09:37:04.858000,12:46:05.398000,0.8138854058095999,335.85702268145985,3.150149999999998,2.56386111111111,1.2041944444444428,09:37:04.858000,12:46:05.398000,2022-12-23 09:37:04,2022-12-23 12:46:05,0.382265747486451,1.359666666666667,0.23670943928954735
2022-12-26,3,342,1026,15:47:22.103000,16:42:07.263000,0.5707405423175764,374.7762666049758,0.9125444444444428,0.5208261111111128,0.3916738888888866,15:47:22.103000,16:42:07.263000,2022-12-26 15:47:22,2022-12-26 16:42:07,0.42921075381411994,0.12915222222222617,0.15815580056096287
2022-12-27,3,1203,3609,10:38:21.209000,17:09:45.019000,0.2772232870219948,184.4164128393137,6.52328055555555,1.8084052777777744,4.7149280555555535,10:38:21.209000,17:09:45.019000,2022-12-27 10:38:21,2022-12-27 17:09:45,0.7227848036583505,-2.906522777777779,0.20196853680900367
2022-12-28,3,813,2439,11:09:19.010000,15:29:19.755000,0.3288144252085391,187.60642520597588,4.333540277777774,1.424930555555552,2.908680555555556,11:09:19.010000,15:29:19.755000,2022-12-28 11:09:19,2022-12-28 15:29:19,0.6712019201647108,-1.4837500000000041,0.21664856766379817
2022-12-30,5,1074,5370,10:58:28.719000,16:35:27.362000,0.4343873621983425,191.2294509577128,5.616289722222218,2.439645277777771,3.151188055555558,10:58:28.719000,16:35:27.362000,2022-12-30 10:58:28,2022-12-30 16:35:27,0.5610800388532512,-0.7115427777777867,0.21543199945976121
2023-01-02,5,312,1560,17:08:41.653000,18:03:11.809000,0.5326758111845433,343.4698528143615,0.9083766666666656,0.4838702777777777,0.4250186111111104,17:08:41.653000,18:03:11.809000,2023-01-02 17:08:41,2023-01-02 18:03:11,0.46788807628749185,0.0588516666666673,0.1264329173648672
2023-01-11,3,1344,4032,15:12:49.763000,17:30:20.193000,0.7945235581660588,586.4421611964468,2.29178611111111,1.8208780555555544,0.4707886111111104,15:12:49.763000,17:30:20.193000,2023-01-11 15:12:49,2023-01-11 17:30:20,0.20542432333829852,1.350089444444444,0.2046620143527397
2023-01-13,3,843,2529,14:29:24.553000,16:44:54.924000,0.5919258789051594,373.2670993734485,2.258436388888886,1.3368269444444485,0.921506388888883,14:29:24.553000,16:44:54.924000,2023-01-13 14:29:24,2023-01-13 16:44:54,0.4080284897208237,0.41532055555556546,0.17551573421855848
2023-01-16,3,1904,5712,11:48:35.570000,18:05:21.637000,0.3788566140231307,303.21063809994035,6.279463055555551,2.3790161111111185,3.620983888888876,11:48:35.570000,18:05:21.637000,2023-01-16 11:48:35,2023-01-16 18:05:21,0.5766390942749998,-1.2419677777777576,0.1615888680202411
2023-01-19,3,1123,3369,15:11:28.316000,17:14:13.691000,0.7271613461636363,548.8926225752253,2.0459375,1.4877266666666646,0.6167177777777781,15:11:28.316000,17:14:13.691000,2023-01-19 15:11:28,2023-01-19 17:14:13,0.3014352969129204,0.8710088888888865,0.16384834561722242
2023-01-20,3,1311,3933,15:51:54.015000,18:54:54.527000,0.5417730065774712,429.8160231508333,3.0501422222222208,1.6524847222222216,1.2627930555555538,15:51:54.015000,18:54:54.527000,2023-01-20 15:51:54,2023-01-20 18:54:54,0.4140112045777096,0.3896916666666679,0.16289176847263098
2023-01-24,3,658,1974,15:26:13.249000,16:25:43.401000,0.6218718418711537,663.5011618552936,0.9917088888888888,0.6167158333333287,0.3457841666666705,15:26:13.249000,16:25:43.401000,2023-01-24 15:26:13,2023-01-24 16:25:43,0.3486750704171738,0.2709316666666582,0.12764875488761263
2023-01-27,3,1692,5076,11:05:17.399000,16:24:37.607000,0.4619772394955214,317.9088661250444,5.322279999999997,2.4587722222222217,2.863727777777773,11:05:17.399000,16:24:37.607000,2023-01-27 11:05:17,2023-01-27 16:24:37,0.5380640961726506,-0.4049555555555515,0.13563741649446096
2023-01-31,5,855,4275,13:35:45.050000,16:47:30.595000,0.620656909342411,267.52318121392784,3.195984722222221,1.983610000000008,1.2125011111111013,13:35:45.050000,16:47:30.595000,2023-01-31 13:35:45,2023-01-31 16:47:30,0.37938263680685846,0.7711088888889068,0.09921526525396732
2023-02-07,5,611,3055,13:40:00.791000,16:19:31.245000,0.5642035372616608,229.8323569602865,2.6584594444444423,1.499912222222224,1.1584791666666645,13:40:00.791000,16:19:31.245000,2023-02-07 13:40:00,2023-02-07 16:19:31,0.4357708631168381,0.3414330555555596,0.06603741998489356
2023-02-10,3,1289,3867,10:39:46.118000,15:30:31.916000,0.5020568849874323,265.9895523265834,4.846054999999995,2.432995277777769,2.9042269444444484,10:39:46.118000,15:30:31.916000,2023-02-10 10:39:46,2023-02-10 15:30:31,0.599297148803398,-0.4712316666666796,0.07127412017174291
